device_id,event_time,value
device_22,2026-04-22T05:52:55.275407,55.43
device_22,2026-04-22T05:51:55.275407,49.58
device_22,2026-04-22T05:50:55.275407,54.64
device_22,2026-04-22T05:49:55.275407,55.09
device_22,2026-04-22T05:48:55.275407,54.15
device_23,2026-04-22T06:37:55.275407,57.45
device_23,2026-04-22T06:36:55.275407,56.38
device_23,2026-04-22T06:35:55.275407,55.01
device_23,2026-04-22T06:34:55.275407,58.5
device_23,2026-04-22T06:33:55.275407,62.16
device_23,2026-04-22T06:32:55.275407,49.57
device_23,2026-04-22T06:31:55.275407,48.04
device_23,2026-04-22T06:30:55.275407,57.09
device_23,2026-04-22T06:29:55.275407,63.84
device_23,2026-04-22T06:28:55.275407,61.55
device_23,2026-04-22T06:27:55.275407,50.56
device_23,2026-04-22T06:26:55.275407,55.83
device_23,2026-04-22T06:25:55.275407,57.11
device_23,2026-04-22T06:24:55.275407,61.64
device_23,2026-04-22T06:23:55.275407,52.33
device_23,2026-04-22T06:22:55.275407,63.68
device_23,2026-04-22T06:21:55.275407,56.82
device_23,2026-04-22T06:20:55.275407,52.04
device_23,2026-04-22T06:19:55.275407,63.89
device_23,2026-04-22T06:18:55.275407,54.09
device_23,2026-04-22T06:17:55.275407,51.94
device_23,2026-04-22T06:16:55.275407,56.06
device_23,2026-04-22T06:15:55.275407,48.53
device_23,2026-04-22T06:14:55.275407,56.64
device_23,2026-04-22T06:13:55.275407,57.18
device_23,2026-04-22T06:12:55.275407,54.12
device_23,2026-04-22T06:11:55.275407,59.95
device_23,2026-04-22T06:10:55.275407,58.84
device_23,2026-04-22T06:09:55.275407,55.15
device_23,2026-04-22T06:08:55.275407,53.29
device_23,2026-04-22T06:07:55.275407,64.47
device_23,2026-04-22T06:06:55.275407,57.56
device_23,2026-04-22T06:05:55.275407,62.86
device_23,2026-04-22T06:04:55.275407,49.82
device_23,2026-04-22T06:03:55.275407,54.54
device_23,2026-04-22T06:02:55.275407,53.18
device_23,2026-04-22T06:01:55.275407,51.82
device_23,2026-04-22T06:00:55.275407,53.36
device_23,2026-04-22T05:59:55.275407,56.96
device_23,2026-04-22T05:58:55.275407,64.38
device_23,2026-04-22T05:57:55.275407,54.7
device_23,2026-04-22T05:56:55.275407,62.48
device_23,2026-04-22T05:55:55.275407,53.63
device_23,2026-04-22T05:54:55.275407,51.66
device_23,2026-04-22T05:53:55.275407,57.28
device_23,2026-04-22T05:52:55.275407,56.32
device_23,2026-04-22T05:51:55.275407,60.19
device_23,2026-04-22T05:50:55.275407,56.39
device_23,2026-04-22T05:49:55.275407,54.91
device_23,2026-04-22T05:48:55.275407,57.18
device_24,2026-04-22T06:37:55.275407,57.36
device_24,2026-04-22T06:36:55.275407,58.19
device_24,2026-04-22T06:35:55.275407,47.14
device_24,2026-04-22T06:34:55.275407,49.38
device_24,2026-04-22T06:33:55.275407,58.51
device_24,2026-04-22T06:32:55.275407,53.39
device_24,2026-04-22T06:31:55.275407,55.2
device_24,2026-04-22T06:30:55.275407,51.31
device_24,2026-04-22T06:29:55.275407,52.5
device_24,2026-04-22T06:28:55.275407,54.36
device_24,2026-04-22T06:27:55.275407,61.22
device_24,2026-04-22T06:26:55.275407,54.2
device_24,2026-04-22T06:25:55.275407,53.1
device_24,2026-04-22T06:24:55.275407,62.72
device_24,2026-04-22T06:23:55.275407,54.43
device_24,2026-04-22T06:22:55.275407,51.26
device_24,2026-04-22T06:21:55.275407,55.28
device_24,2026-04-22T06:20:55.275407,58.58
device_24,2026-04-22T06:19:55.275407,52.53
device_24,2026-04-22T06:18:55.275407,54.45
device_24,2026-04-22T06:17:55.275407,50.77
device_24,2026-04-22T06:16:55.275407,51.66
device_24,2026-04-22T06:15:55.275407,55.82
device_24,2026-04-22T06:14:55.275407,59.39
device_24,2026-04-22T06:13:55.275407,46.21
device_24,2026-04-22T06:12:55.275407,53.52
device_24,2026-04-22T06:11:55.275407,47.08
device_24,2026-04-22T06:10:55.275407,48.26
device_24,2026-04-22T06:09:55.275407,60.9
device_24,2026-04-22T06:08:55.275407,48.67
device_24,2026-04-22T06:07:55.275407,55.78
device_24,2026-04-22T06:06:55.275407,51.64
device_24,2026-04-22T06:05:55.275407,48.08
device_24,2026-04-22T06:04:55.275407,57.56
device_24,2026-04-22T06:03:55.275407,47.61
device_24,2026-04-22T06:02:55.275407,60.84
device_24,2026-04-22T06:01:55.275407,52.33
device_24,2026-04-22T06:00:55.275407,58.01
device_24,2026-04-22T05:59:55.275407,56.48
device_24,2026-04-22T05:58:55.275407,48.32
device_24,2026-04-22T05:57:55.275407,53.24
device_24,2026-04-22T05:56:55.275407,57.65
device_24,2026-04-22T05:55:55.275407,52.16
device_24,2026-04-22T05:54:55.275407,55.18
device_24,2026-04-22T05:53:55.275407,58.25
device_24,2026-04-22T05:52:55.275407,53.13
device_24,2026-04-22T05:51:55.275407,54.16
device_24,2026-04-22T05:50:55.275407,50.26
device_24,2026-04-22T05:49:55.275407,54.46
device_24,2026-04-22T05:48:55.275407,48.03
device_25,2026-04-22T06:37:55.275407,57.03
device_25,2026-04-22T06:36:55.275407,62.44
device_25,2026-04-22T06:35:55.275407,59.94
device_25,2026-04-22T06:34:55.275407,61.48
device_25,2026-04-22T06:33:55.275407,55.25
device_25,2026-04-22T06:32:55.275407,52.97
device_25,2026-04-22T06:31:55.275407,48.58
device_25,2026-04-22T06:30:55.275407,57.42
device_25,2026-04-22T06:29:55.275407,55.24
device_25,2026-04-22T06:28:55.275407,63.08
device_25,2026-04-22T06:27:55.275407,49.75
device_25,2026-04-22T06:26:55.275407,55.54
device_25,2026-04-22T06:25:55.275407,53.64
device_25,2026-04-22T06:24:55.275407,55.44
device_25,2026-04-22T06:23:55.275407,62.84
device_25,2026-04-22T06:22:55.275407,53.84
device_25,2026-04-22T06:21:55.275407,51.81
device_25,2026-04-22T06:20:55.275407,56.51
device_25,2026-04-22T06:19:55.275407,46.55
device_25,2026-04-22T06:18:55.275407,55.86
device_25,2026-04-22T06:17:55.275407,51.31
device_25,2026-04-22T06:16:55.275407,47.62
device_25,2026-04-22T06:15:55.275407,60.96
device_25,2026-04-22T06:14:55.275407,50.57
device_25,2026-04-22T06:13:55.275407,53.29
device_25,2026-04-22T06:12:55.275407,47.21
device_25,2026-04-22T06:11:55.275407,49.12
device_25,2026-04-22T06:10:55.275407,60.21
device_25,2026-04-22T06:09:55.275407,52.53
device_25,2026-04-22T06:08:55.275407,51.06
device_25,2026-04-22T06:07:55.275407,48.46
device_25,2026-04-22T06:06:55.275407,52.42
device_25,2026-04-22T06:05:55.275407,59.83
device_25,2026-04-22T06:04:55.275407,52.55
device_25,2026-04-22T06:03:55.275407,52.92
device_25,2026-04-22T06:02:55.275407,54.11
device_25,2026-04-22T06:01:55.275407,59.31
device_25,2026-04-22T06:00:55.275407,60.64
device_25,2026-04-22T05:59:55.275407,54.8
device_25,2026-04-22T05:58:55.275407,56.57
device_25,2026-04-22T05:57:55.275407,53.33
device_25,2026-04-22T05:56:55.275407,52.71
device_25,2026-04-22T05:55:55.275407,56.39
device_25,2026-04-22T05:54:55.275407,62.08
device_25,2026-04-22T05:53:55.275407,56.4
device_25,2026-04-22T05:52:55.275407,58.01
device_25,2026-04-22T05:51:55.275407,54.95
device_25,2026-04-22T05:50:55.275407,54.96
device_25,2026-04-22T05:49:55.275407,51.55
device_25,2026-04-22T05:48:55.275407,50.18
device_26,2026-04-22T06:37:55.275407,50.09
device_26,2026-04-22T06:36:55.275407,50.29
device_26,2026-04-22T06:35:55.275407,51.74
device_26,2026-04-22T06:34:55.275407,52.66
device_26,2026-04-22T06:33:55.275407,53.76
device_26,2026-04-22T06:32:55.275407,59.93
device_26,2026-04-22T06:31:55.275407,59.85
device_26,2026-04-22T06:30:55.275407,58.62
device_26,2026-04-22T06:29:55.275407,53.51
device_26,2026-04-22T06:28:55.275407,56.47
device_26,2026-04-22T06:27:55.275407,53.68
device_26,2026-04-22T06:26:55.275407,56.38
device_26,2026-04-22T06:25:55.275407,59.51
device_26,2026-04-22T06:24:55.275407,53.79
device_26,2026-04-22T06:23:55.275407,63.73
device_26,2026-04-22T06:22:55.275407,49.66
device_26,2026-04-22T06:21:55.275407,60.95
device_26,2026-04-22T06:20:55.275407,59.99
device_26,2026-04-22T06:19:55.275407,51.61
device_26,2026-04-22T06:18:55.275407,61.73
device_26,2026-04-22T06:17:55.275407,61.27
device_26,2026-04-22T06:16:55.275407,55.32
device_26,2026-04-22T06:15:55.275407,58.82
device_26,2026-04-22T06:14:55.275407,50.26
device_26,2026-04-22T06:13:55.275407,52.84
device_26,2026-04-22T06:12:55.275407,60.24
device_26,2026-04-22T06:11:55.275407,54.39
device_26,2026-04-22T06:10:55.275407,55.14
device_26,2026-04-22T06:09:55.275407,57.48
device_26,2026-04-22T06:08:55.275407,50.86
device_26,2026-04-22T06:07:55.275407,55.08
device_26,2026-04-22T06:06:55.275407,48.14
device_26,2026-04-22T06:05:55.275407,54.9
device_26,2026-04-22T06:04:55.275407,56.03
device_26,2026-04-22T06:03:55.275407,62.7
device_26,2026-04-22T06:02:55.275407,61.08
device_26,2026-04-22T06:01:55.275407,58.5
device_26,2026-04-22T06:00:55.275407,56.43
device_26,2026-04-22T05:59:55.275407,53.08
device_26,2026-04-22T05:58:55.275407,55.08
device_26,2026-04-22T05:57:55.275407,52.69
device_26,2026-04-22T05:56:55.275407,51.24
device_26,2026-04-22T05:55:55.275407,53.68
device_26,2026-04-22T05:54:55.275407,61.71
device_26,2026-04-22T05:53:55.275407,52.1
device_26,2026-04-22T05:52:55.275407,53.9
device_26,2026-04-22T05:51:55.275407,57.4
device_26,2026-04-22T05:50:55.275407,53.6
device_26,2026-04-22T05:49:55.275407,46.93
device_26,2026-04-22T05:48:55.275407,56.24
device_27,2026-04-22T06:37:55.275407,59.96
device_27,2026-04-22T06:36:55.275407,52.06
device_27,2026-04-22T06:35:55.275407,55.92
device_27,2026-04-22T06:34:55.275407,52.83
device_27,2026-04-22T06:33:55.275407,60.05
device_27,2026-04-22T06:32:55.275407,50.2
device_27,2026-04-22T06:31:55.275407,53.14
device_27,2026-04-22T06:30:55.275407,56.71
device_27,2026-04-22T06:29:55.275407,50.15
device_27,2026-04-22T06:28:55.275407,58.86
device_27,2026-04-22T06:27:55.275407,63.13
device_27,2026-04-22T06:26:55.275407,56.52
device_27,2026-04-22T06:25:55.275407,60.14
device_27,2026-04-22T06:24:55.275407,53.43
device_27,2026-04-22T06:23:55.275407,63.23
device_27,2026-04-22T06:22:55.275407,51.88
device_27,2026-04-22T06:21:55.275407,57.92
device_27,2026-04-22T06:20:55.275407,57.08
device_27,2026-04-22T06:19:55.275407,51.5
device_27,2026-04-22T06:18:55.275407,55.06
device_27,2026-04-22T06:17:55.275407,60.23
device_27,2026-04-22T06:16:55.275407,53.45
device_27,2026-04-22T06:15:55.275407,59.67
device_27,2026-04-22T06:14:55.275407,55.67
device_27,2026-04-22T06:13:55.275407,49.08
device_27,2026-04-22T06:12:55.275407,46.26
device_27,2026-04-22T06:11:55.275407,57.73
device_27,2026-04-22T06:10:55.275407,53.38
device_27,2026-04-22T06:09:55.275407,56.22
device_27,2026-04-22T06:08:55.275407,54.59
device_27,2026-04-22T06:07:55.275407,53.56
device_27,2026-04-22T06:06:55.275407,63.26
device_27,2026-04-22T06:05:55.275407,57.06
device_27,2026-04-22T06:04:55.275407,58.67
device_27,2026-04-22T06:03:55.275407,57.91
device_27,2026-04-22T06:02:55.275407,62.33
device_27,2026-04-22T06:01:55.275407,57.17
device_27,2026-04-22T06:00:55.275407,54.14
device_27,2026-04-22T05:59:55.275407,59.8
device_27,2026-04-22T05:58:55.275407,51.67
device_27,2026-04-22T05:57:55.275407,45.96
device_27,2026-04-22T05:56:55.275407,58.8
device_27,2026-04-22T05:55:55.275407,61.6
device_27,2026-04-22T05:54:55.275407,59.68
device_27,2026-04-22T05:53:55.275407,49.38
device_27,2026-04-22T05:52:55.275407,49.81
device_27,2026-04-22T05:51:55.275407,47.44
device_27,2026-04-22T05:50:55.275407,62.27
device_27,2026-04-22T05:49:55.275407,47.98
device_27,2026-04-22T05:48:55.275407,62.67
device_28,2026-04-22T06:37:55.275407,48.42
device_28,2026-04-22T06:36:55.275407,55.44
device_28,2026-04-22T06:35:55.275407,51.87
device_28,2026-04-22T06:34:55.275407,49.17
device_28,2026-04-22T06:33:55.275407,59.51
device_28,2026-04-22T06:32:55.275407,55.69
device_28,2026-04-22T06:31:55.275407,48.36
device_28,2026-04-22T06:30:55.275407,63.65
device_28,2026-04-22T06:29:55.275407,48.43
device_28,2026-04-22T06:28:55.275407,50.69
device_28,2026-04-22T06:27:55.275407,51.7
device_28,2026-04-22T06:26:55.275407,62.53
device_28,2026-04-22T06:25:55.275407,60.38
device_28,2026-04-22T06:24:55.275407,51.82
device_28,2026-04-22T06:23:55.275407,56.8
device_28,2026-04-22T06:22:55.275407,58.91
device_28,2026-04-22T06:21:55.275407,55.64
device_28,2026-04-22T06:20:55.275407,51.33
device_28,2026-04-22T06:19:55.275407,51.45
device_28,2026-04-22T06:18:55.275407,55.44
device_28,2026-04-22T06:17:55.275407,51.83
device_28,2026-04-22T06:16:55.275407,54.43
device_28,2026-04-22T06:15:55.275407,58.96
device_28,2026-04-22T06:14:55.275407,55.34
device_28,2026-04-22T06:13:55.275407,57.01
device_28,2026-04-22T06:12:55.275407,52.25
device_28,2026-04-22T06:11:55.275407,58.21
device_28,2026-04-22T06:10:55.275407,57.33
device_28,2026-04-22T06:09:55.275407,51.24
device_28,2026-04-22T06:08:55.275407,60.59
device_28,2026-04-22T06:07:55.275407,49.05
device_28,2026-04-22T06:06:55.275407,50.33
device_28,2026-04-22T06:05:55.275407,59.61
device_28,2026-04-22T06:04:55.275407,48.99
device_28,2026-04-22T06:03:55.275407,52.13
device_28,2026-04-22T06:02:55.275407,52.74
device_28,2026-04-22T06:01:55.275407,56.93
device_28,2026-04-22T06:00:55.275407,53.43
device_28,2026-04-22T05:59:55.275407,51.59
device_28,2026-04-22T05:58:55.275407,54.45
device_28,2026-04-22T05:57:55.275407,58.74
device_28,2026-04-22T05:56:55.275407,58.26
device_28,2026-04-22T05:55:55.275407,55.05
device_28,2026-04-22T05:54:55.275407,50.76
device_28,2026-04-22T05:53:55.275407,60.68
device_28,2026-04-22T05:52:55.275407,55.55
device_28,2026-04-22T05:51:55.275407,55.06
device_28,2026-04-22T05:50:55.275407,53.97
device_28,2026-04-22T05:49:55.275407,54.27
device_28,2026-04-22T05:48:55.275407,50.08
device_29,2026-04-22T06:37:55.275407,50.06
device_29,2026-04-22T06:36:55.275407,52.35
device_29,2026-04-22T06:35:55.275407,52.53
device_29,2026-04-22T06:34:55.275407,58.47
device_29,2026-04-22T06:33:55.275407,63.75
device_29,2026-04-22T06:32:55.275407,54.22
device_29,2026-04-22T06:31:55.275407,55.74
device_29,2026-04-22T06:30:55.275407,48.58
device_29,2026-04-22T06:29:55.275407,56.59
device_29,2026-04-22T06:28:55.275407,56.68
device_29,2026-04-22T06:27:55.275407,61.62
device_29,2026-04-22T06:26:55.275407,52.8
device_29,2026-04-22T06:25:55.275407,55.15
device_29,2026-04-22T06:24:55.275407,49.41
device_29,2026-04-22T06:23:55.275407,50.91
device_29,2026-04-22T06:22:55.275407,54.47
device_29,2026-04-22T06:21:55.275407,55.56
device_29,2026-04-22T06:20:55.275407,61.24
device_29,2026-04-22T06:19:55.275407,61.31
device_29,2026-04-22T06:18:55.275407,56.84
device_29,2026-04-22T06:17:55.275407,54.8
device_29,2026-04-22T06:16:55.275407,59.32
device_29,2026-04-22T06:15:55.275407,50.41
device_29,2026-04-22T06:14:55.275407,56.26
device_29,2026-04-22T06:13:55.275407,61.24
device_29,2026-04-22T06:12:55.275407,55.52
device_29,2026-04-22T06:11:55.275407,51.76
device_29,2026-04-22T06:10:55.275407,55.68
device_29,2026-04-22T06:09:55.275407,50.97
device_29,2026-04-22T06:08:55.275407,52.53
device_29,2026-04-22T06:07:55.275407,64.06
device_29,2026-04-22T06:06:55.275407,59.57
device_29,2026-04-22T06:05:55.275407,52.23
device_29,2026-04-22T06:04:55.275407,52.09
device_29,2026-04-22T06:03:55.275407,60.29
device_29,2026-04-22T06:02:55.275407,55.67
device_29,2026-04-22T06:01:55.275407,59.25
device_29,2026-04-22T06:00:55.275407,50.65
device_29,2026-04-22T05:59:55.275407,52.06
device_29,2026-04-22T05:58:55.275407,57.36
device_29,2026-04-22T05:57:55.275407,54.54
device_29,2026-04-22T05:56:55.275407,59.32
device_29,2026-04-22T05:55:55.275407,52.07
device_29,2026-04-22T05:54:55.275407,57.68
device_29,2026-04-22T05:53:55.275407,52.06
device_29,2026-04-22T05:52:55.275407,55.47
device_29,2026-04-22T05:51:55.275407,54.2
device_29,2026-04-22T05:50:55.275407,60.4
device_29,2026-04-22T05:49:55.275407,52.37
device_29,2026-04-22T05:48:55.275407,56.29
device_30,2026-04-22T06:37:55.275407,52.73
device_30,2026-04-22T06:36:55.275407,58.41
device_30,2026-04-22T06:35:55.275407,50.81
device_30,2026-04-22T06:34:55.275407,55.25
device_30,2026-04-22T06:33:55.275407,52.54
device_30,2026-04-22T06:32:55.275407,57.26
device_30,2026-04-22T06:31:55.275407,54.2
device_30,2026-04-22T06:30:55.275407,58.74
device_30,2026-04-22T06:29:55.275407,53.51
device_30,2026-04-22T06:28:55.275407,55.42
device_30,2026-04-22T06:27:55.275407,54.98
device_30,2026-04-22T06:26:55.275407,55.23
device_30,2026-04-22T06:25:55.275407,55.38
device_30,2026-04-22T06:24:55.275407,49.2
device_30,2026-04-22T06:23:55.275407,57.39
device_30,2026-04-22T06:22:55.275407,60.29
device_30,2026-04-22T06:21:55.275407,56.25
device_30,2026-04-22T06:20:55.275407,59.98
device_30,2026-04-22T06:19:55.275407,59.17
device_30,2026-04-22T06:18:55.275407,60.23
device_30,2026-04-22T06:17:55.275407,52.72
device_30,2026-04-22T06:16:55.275407,48.08
device_30,2026-04-22T06:15:55.275407,56.1
device_30,2026-04-22T06:14:55.275407,54.68
device_30,2026-04-22T06:13:55.275407,48.09
device_30,2026-04-22T06:12:55.275407,57.76
device_30,2026-04-22T06:11:55.275407,57.15
device_30,2026-04-22T06:10:55.275407,58.83
device_30,2026-04-22T06:09:55.275407,57.42
device_30,2026-04-22T06:08:55.275407,52.56
device_30,2026-04-22T06:07:55.275407,52.64
device_30,2026-04-22T06:06:55.275407,52.71
device_30,2026-04-22T06:05:55.275407,51.62
device_30,2026-04-22T06:04:55.275407,57.5
device_30,2026-04-22T06:03:55.275407,54.65
device_30,2026-04-22T06:02:55.275407,60.82
device_30,2026-04-22T06:01:55.275407,50.71
device_30,2026-04-22T06:00:55.275407,56.89
device_30,2026-04-22T05:59:55.275407,50.55
device_30,2026-04-22T05:58:55.275407,56.81
device_30,2026-04-22T05:57:55.275407,56.39
device_30,2026-04-22T05:56:55.275407,50.69
device_30,2026-04-22T05:55:55.275407,53.46
device_30,2026-04-22T05:54:55.275407,61.49
device_30,2026-04-22T05:53:55.275407,50.76
device_30,2026-04-22T05:52:55.275407,53.52
device_30,2026-04-22T05:51:55.275407,55.92
device_30,2026-04-22T05:50:55.275407,63.43
device_30,2026-04-22T05:49:55.275407,57.16
device_30,2026-04-22T05:48:55.275407,56.49
device_31,2026-04-22T06:37:55.275407,50.78
device_31,2026-04-22T06:36:55.275407,58.71
device_31,2026-04-22T06:35:55.275407,51.71
device_31,2026-04-22T06:34:55.275407,56.35
device_31,2026-04-22T06:33:55.275407,60.42
device_31,2026-04-22T06:32:55.275407,59.33
device_31,2026-04-22T06:31:55.275407,51.21
device_31,2026-04-22T06:30:55.275407,53.2
device_31,2026-04-22T06:29:55.275407,47.9
device_31,2026-04-22T06:28:55.275407,55.27
device_31,2026-04-22T06:27:55.275407,51.74
device_31,2026-04-22T06:26:55.275407,48.06
device_31,2026-04-22T06:25:55.275407,53.34
device_31,2026-04-22T06:24:55.275407,57.24
device_31,2026-04-22T06:23:55.275407,50.79
device_31,2026-04-22T06:22:55.275407,53.1
device_31,2026-04-22T06:21:55.275407,62.76
device_31,2026-04-22T06:20:55.275407,49.27
device_31,2026-04-22T06:19:55.275407,58.41
device_31,2026-04-22T06:18:55.275407,53.1
device_31,2026-04-22T06:17:55.275407,51.62
device_31,2026-04-22T06:16:55.275407,61.1
device_31,2026-04-22T06:15:55.275407,53.69
device_31,2026-04-22T06:14:55.275407,52.6
device_31,2026-04-22T06:13:55.275407,52.05
device_31,2026-04-22T06:12:55.275407,53.58
device_31,2026-04-22T06:11:55.275407,58.21
device_31,2026-04-22T06:10:55.275407,53.82
device_31,2026-04-22T06:09:55.275407,51.99
device_31,2026-04-22T06:08:55.275407,59.06
device_31,2026-04-22T06:07:55.275407,47.3
device_31,2026-04-22T06:06:55.275407,48.86
device_31,2026-04-22T06:05:55.275407,52.45
device_31,2026-04-22T06:04:55.275407,51.21
device_31,2026-04-22T06:03:55.275407,46.39
device_31,2026-04-22T06:02:55.275407,56.75
device_31,2026-04-22T06:01:55.275407,60.31
device_31,2026-04-22T06:00:55.275407,56.84
device_31,2026-04-22T05:59:55.275407,64.57
device_31,2026-04-22T05:58:55.275407,46.17
device_31,2026-04-22T05:57:55.275407,51.3
device_31,2026-04-22T05:56:55.275407,60.51
device_31,2026-04-22T05:55:55.275407,46.74
device_31,2026-04-22T05:54:55.275407,54.67
device_31,2026-04-22T05:53:55.275407,49.41
device_31,2026-04-22T05:52:55.275407,56.4
device_31,2026-04-22T05:51:55.275407,52.86
device_31,2026-04-22T05:50:55.275407,56.26
device_31,2026-04-22T05:49:55.275407,48.85
device_31,2026-04-22T05:48:55.275407,51.21
device_32,2026-04-22T06:37:55.275407,48.44
device_32,2026-04-22T06:36:55.275407,57.98
device_32,2026-04-22T06:35:55.275407,57.86
device_32,2026-04-22T06:34:55.275407,52.04
device_32,2026-04-22T06:33:55.275407,50.47
device_32,2026-04-22T06:32:55.275407,51.02
device_32,2026-04-22T06:31:55.275407,53.88
device_32,2026-04-22T06:30:55.275407,57.64
device_32,2026-04-22T06:29:55.275407,62.52
device_32,2026-04-22T06:28:55.275407,54.77
device_32,2026-04-22T06:27:55.275407,63.79
device_32,2026-04-22T06:26:55.275407,59.62
device_32,2026-04-22T06:25:55.275407,53.73
device_32,2026-04-22T06:24:55.275407,61.05
device_32,2026-04-22T06:23:55.275407,56.81
device_32,2026-04-22T06:22:55.275407,57.33
device_32,2026-04-22T06:21:55.275407,58.23
device_32,2026-04-22T06:20:55.275407,55.82
device_32,2026-04-22T06:19:55.275407,53.21
device_32,2026-04-22T06:18:55.275407,53.2
device_32,2026-04-22T06:17:55.275407,53.05
device_32,2026-04-22T06:16:55.275407,52.7
device_32,2026-04-22T06:15:55.275407,58.57
device_32,2026-04-22T06:14:55.275407,59.18
device_32,2026-04-22T06:13:55.275407,46.85
device_32,2026-04-22T06:12:55.275407,52.42
device_32,2026-04-22T06:11:55.275407,56.35
device_32,2026-04-22T06:10:55.275407,50.94
device_32,2026-04-22T06:09:55.275407,53.02
device_32,2026-04-22T06:08:55.275407,53.07
device_32,2026-04-22T06:07:55.275407,53.6
device_32,2026-04-22T06:06:55.275407,56.82
device_32,2026-04-22T06:05:55.275407,50.59
device_32,2026-04-22T06:04:55.275407,63.1
device_32,2026-04-22T06:03:55.275407,55.18
device_32,2026-04-22T06:02:55.275407,52.29
device_32,2026-04-22T06:01:55.275407,58.38
device_32,2026-04-22T06:00:55.275407,54.94
device_32,2026-04-22T05:59:55.275407,54.17
device_32,2026-04-22T05:58:55.275407,57.43
device_32,2026-04-22T05:57:55.275407,59.38
device_32,2026-04-22T05:56:55.275407,54.39
device_32,2026-04-22T05:55:55.275407,56.26
device_32,2026-04-22T05:54:55.275407,54.65
device_32,2026-04-22T05:53:55.275407,55.82
device_32,2026-04-22T05:52:55.275407,61.15
device_32,2026-04-22T05:51:55.275407,60.93
device_32,2026-04-22T05:50:55.275407,61.43
device_32,2026-04-22T05:49:55.275407,48.22
device_32,2026-04-22T05:48:55.275407,57.96
device_33,2026-04-22T06:37:55.275407,50.23
device_33,2026-04-22T06:36:55.275407,55.27
device_33,2026-04-22T06:35:55.275407,48.51
device_33,2026-04-22T06:34:55.275407,45.75
device_33,2026-04-22T06:33:55.275407,52.39
device_33,2026-04-22T06:32:55.275407,56.18
device_33,2026-04-22T06:31:55.275407,61.53
device_33,2026-04-22T06:30:55.275407,49.72
device_33,2026-04-22T06:29:55.275407,56.16
device_33,2026-04-22T06:28:55.275407,58.01
device_33,2026-04-22T06:27:55.275407,52.99
device_33,2026-04-22T06:26:55.275407,55.29
device_33,2026-04-22T06:25:55.275407,57.35
device_33,2026-04-22T06:24:55.275407,59.26
device_33,2026-04-22T06:23:55.275407,51.37
device_33,2026-04-22T06:22:55.275407,57.63
device_33,2026-04-22T06:21:55.275407,52.03
device_33,2026-04-22T06:20:55.275407,56.33
device_33,2026-04-22T06:19:55.275407,52.71
device_33,2026-04-22T06:18:55.275407,62.33
device_33,2026-04-22T06:17:55.275407,54.61
device_33,2026-04-22T06:16:55.275407,60.58
device_33,2026-04-22T06:15:55.275407,58.17
device_33,2026-04-22T06:14:55.275407,55.15
device_33,2026-04-22T06:13:55.275407,51.95
device_33,2026-04-22T06:12:55.275407,52.39
device_33,2026-04-22T06:11:55.275407,54.68
device_33,2026-04-22T06:10:55.275407,55.58
device_33,2026-04-22T06:09:55.275407,50.83
device_33,2026-04-22T06:08:55.275407,52.31
device_33,2026-04-22T06:07:55.275407,51.95
device_33,2026-04-22T06:06:55.275407,50.71
device_33,2026-04-22T06:05:55.275407,53.17
device_33,2026-04-22T06:04:55.275407,49.78
device_33,2026-04-22T06:03:55.275407,48.71
device_33,2026-04-22T06:02:55.275407,52.92
device_33,2026-04-22T06:01:55.275407,56.64
device_33,2026-04-22T06:00:55.275407,50.46
device_33,2026-04-22T05:59:55.275407,56.68
device_33,2026-04-22T05:58:55.275407,53.78
device_33,2026-04-22T05:57:55.275407,56.14
device_33,2026-04-22T05:56:55.275407,55.25
device_33,2026-04-22T05:55:55.275407,48.95
device_33,2026-04-22T05:54:55.275407,53.53
device_33,2026-04-22T05:53:55.275407,51.07
device_33,2026-04-22T05:52:55.275407,49.04
device_33,2026-04-22T05:51:55.275407,56.65
device_33,2026-04-22T05:50:55.275407,55.39
device_33,2026-04-22T05:49:55.275407,50.57
device_33,2026-04-22T05:48:55.275407,51.32
device_34,2026-04-22T06:37:55.275407,62.29
device_34,2026-04-22T06:36:55.275407,51.97
device_34,2026-04-22T06:35:55.275407,51.12
device_34,2026-04-22T06:34:55.275407,50.87
device_34,2026-04-22T06:33:55.275407,53.95
device_34,2026-04-22T06:32:55.275407,48.3
device_34,2026-04-22T06:31:55.275407,53.11
device_34,2026-04-22T06:30:55.275407,57.49
device_34,2026-04-22T06:29:55.275407,61.76
device_34,2026-04-22T06:28:55.275407,56.73
device_34,2026-04-22T06:27:55.275407,54.26
device_34,2026-04-22T06:26:55.275407,55.93
device_34,2026-04-22T06:25:55.275407,55.8
device_34,2026-04-22T06:24:55.275407,59.11
device_34,2026-04-22T06:23:55.275407,59.54
device_34,2026-04-22T06:22:55.275407,55.45
device_34,2026-04-22T06:21:55.275407,60.22
device_34,2026-04-22T06:20:55.275407,51.79
device_34,2026-04-22T06:19:55.275407,52.27
device_34,2026-04-22T06:18:55.275407,57.8
device_34,2026-04-22T06:17:55.275407,49.73
device_34,2026-04-22T06:16:55.275407,52.18
device_34,2026-04-22T06:15:55.275407,55.82
device_34,2026-04-22T06:14:55.275407,55.44
device_34,2026-04-22T06:13:55.275407,51.16
device_34,2026-04-22T06:12:55.275407,56.08
device_34,2026-04-22T06:11:55.275407,52.25
